346432,Rossia pacifica,190951,Rossia pacifica,ANIMALIA,MOLLUSCA,CEPHALOPODA,SEPIOLIDA,SEPIOLIDAE,Rossia,,"Berry, 1911",2012,2009-03-29,DD,,Unknown,true,false,false,"Barratt, I. & Allcock, L.","Reid, A., Rogers, Alex & Bohm, M.",,,,,30.0,310.0,,,,
159308,Fundulus majalis,20662958,Fundulus majalis,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,FUNDULIDAE,Fundulus,Striped Killifish,"(Walbaum, 1792)",2015,2014-01-09,LC,,Unknown,true,false,false,"Espinosa-Perez, H., Tolan, J., Jelks, H. & Chao, L.","Cox, N.A.",,,,,0.0,1.0,,,,
209380,Epigonus macrops,190322,Epigonus macrops,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPIGONIDAE,Epigonus,Luminous Deepwater Cardinalfish,"(Brauer, 1906)",2019,2018-10-12,LC,,Unknown,true,false,false,"Cobián Rojas, D., Espinosa-Perez, H., Polanco Fernandez, A. & Vega-Cendejas, M.","Linardich, C.",,,,,120.0,1100.0,,,,
105787,Carcharhinus altimus,161564,Carcharhinus altimus,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,Bignose Shark,"(Springer, 1950)",2020,2020-02-14,NT,,Decreasing,true,false,false,"Rigby, C.L., Morgan, D.L. & Derrick, D.","Simpfendorfer, C. & Dulvy, N.K.",,,,,0.0,810.0,,,,
126993,Psenes pellucidus,16545256,Psenes pellucidus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,NOMEIDAE,Psenes,Bluefin Driftfish,"Lütken, 1880",2015,2013-01-13,LC,,Unknown,true,false,false,"Dooley, J., Marechal, J., Pina Amargos, F., Aiken, K.A., Collette, B.B., Singh-Renton, S. & Kishore, R.","Cox, N.A.",,,,,0.0,1000.0,true,This errata assessment has been created because the map was accidentally left out of the version published previously.,,
126560,Chaenophryne longiceps,154916,Chaenophryne longiceps,ANIMALIA,CHORDATA,ACTINOPTERYGII,LOPHIIFORMES,ONEIRODIDAE,Chaenophryne,Can-opener Smoothdream,"Regan, 1925",2010,2009-02-04,LC,,Unknown,true,false,false,"Richman, N. & Collen, B.","Polidoro, B. & Carpenter, K.E.",,,,,1500.0,3000.0,,,,
126577,Phyllorhinichthys micractis,60482562,Phyllorhinichthys micractis,ANIMALIA,CHORDATA,ACTINOPTERYGII,LOPHIIFORMES,ONEIRODIDAE,Phyllorhinichthys,,"Pietsch, 1969",2015,2014-07-08,LC,,Unknown,true,false,false,"Knudsen, S.","Smith, S.",,,,,1000.0,1430.0,,,,
283050,Trigonognathus kabeyai,44205,Trigonognathus kabeyai,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Trigonognathus,Viper Dogfish,"Mochizuki &amp; Ohe, 1990",2020,2019-09-02,LC,,Stable,true,false,false,"Rigby, C.L., Ebert, D.A. & Herman, K.","Simpfendorfer, C. & Kyne, P.M.",,,,,250.0,1000.0,,,,
137113,Kogia breviceps,11047,Kogia breviceps,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,KOGIIDAE,Kogia,Pygmy Sperm Whale,"(Blainville, 1838)",2020,2019-10-11,LC,,Unknown,true,false,false,"Kiszka, J. & Braulik, G.","Reeves, R. & Taylor, B.L.",,,,,,,,,,
158600,Bascanichthys bascanium,199361,Bascanichthys bascanium,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,OPHICHTHIDAE,Bascanichthys,Sooty Eel,"(Jordan, 1884)",2015,2011-08-15,LC,,Unknown,true,false,false,"McCosker, J.","Cox, N.A.",,,,,0.0,24.0,,,,
