taxonid,scientific_name,subspecies,rank,subpopulation,category
21113904,Kali indica,NA,NA,NA,LC
60471792,Kali kerberti,NA,NA,NA,LC
155106,Kali macrodon,NA,NA,NA,LC
60471825,Kali macrura,NA,NA,NA,LC
21113907,Kali parri,NA,NA,NA,LC
62002834,Kalmia latifolia,NA,NA,NA,LC
64316798,Kalmia microphylla,NA,NA,NA,LC
64316801,Kalmia polifolia,NA,NA,NA,LC
80092456,Kanaloa kahoolawensis,NA,NA,NA,CR
138291986,Karwinskia humboldtiana,NA,NA,NA,LC
190151,Kathetostoma albigutta,NA,NA,NA,LC
184006,Kathetostoma averruncus,NA,NA,NA,LC
16759597,Kathetostoma cubana,NA,NA,NA,LC
170310,Katsuwonus pelamis,NA,NA,NA,LC
195651,Kaupichthys hyoproroides,NA,NA,NA,LC
190473,Kaupichthys nuchalis,NA,NA,NA,LC
162918438,Kentrocapros aculeatus,NA,NA,NA,LC
162919274,Kentrocapros spilonotus,NA,NA,NA,DD
173138286,Keysseria erici,NA,NA,NA,CR
173138429,Keysseria helena,NA,NA,NA,CR
63666,Kinosternon arizonense,NA,NA,NA,LC
163429,Kinosternon baurii,NA,NA,NA,LC
163421,Kinosternon flavescens,NA,NA,NA,LC
63670,Kinosternon hirtipes,NA,NA,NA,LC
11011,Kinosternon sonoriense,NA,NA,NA,NT
96710001,Kinosternon sonoriense ssp. longifemorale,longifemorale,ssp.,NA,CR
163435,Kinosternon subrubrum,NA,NA,NA,LC
103894856,Kittacincla malabarica,NA,NA,NA,LC
126085996,Koanophyllon palmeri,NA,NA,NA,LC
19618171,Kobresia simpliciuscula,NA,NA,NA,LC
126604274,Koeberlinia spinosa,NA,NA,NA,LC
64316823,Koenigia islandica,NA,NA,NA,LC
11047,Kogia breviceps,NA,NA,NA,LC
11048,Kogia sima,NA,NA,NA,LC
30932,Kokia cookei,NA,NA,NA,EW
30933,Kokia drynarioides,NA,NA,NA,CR
30934,Kokia kauaiensis,NA,NA,NA,CR
30777,Kokia lanceolata,NA,NA,NA,EX
11049,Komarekiona eatoni,NA,NA,NA,DD
161916,Kosteletzkya pentacarpos,NA,NA,NA,LC
68377344,Kraemeria bryani,NA,NA,NA,LC
61957086,Krugiodendron ferreum,NA,NA,NA,LC
19735,Kryptolebias marmoratus,NA,NA,NA,LC
122090579,Kuehneromyces mutabilis,NA,NA,NA,LC
154969,Kuronezumia bubonis,NA,NA,NA,LC
168653,Kyllinga brevifolia,NA,NA,NA,LC
177052,Kyllinga bulbosa,NA,NA,NA,LC
183225,Kyphosus analogus,NA,NA,NA,LC
46086162,Kyphosus cinerascens,NA,NA,NA,LC
198561,Kyphosus sectatrix,NA,NA,NA,LC
46086190,Kyphosus vaigiensis,NA,NA,NA,LC
201944,Labidesthes sicculus,NA,NA,NA,LC
180399,Labidodemas rugosum,NA,NA,NA,LC
180479,Labidodemas semperianum,NA,NA,NA,LC
44068,Labordia cyrtandrae,NA,NA,NA,CR
173139323,Labordia degeneri,NA,NA,NA,EN
80232348,Labordia helleri,NA,NA,NA,CR
33619,Labordia hirtella,NA,NA,NA,LR/nt
91115648,Labordia hosakana,NA,NA,NA,CR
34031,Labordia kaalae,NA,NA,NA,EN
80232429,Labordia lorenceana,NA,NA,NA,CR
30935,Labordia lydgatei,NA,NA,NA,EN
173139649,Labordia pumila,NA,NA,NA,EN
30936,Labordia tinifolia var. lanaiensis,lanaiensis,var.,NA,EN
34022,Labordia tinifolia var. wahiawaensis,wahiawaensis,var.,NA,CR
80092636,Labordia triflora,NA,NA,NA,CR
21132053,Labrisomus nuchipinnis,NA,NA,NA,LC
155017,Labroides phthirophagus,NA,NA,NA,LC
61519,Lacerta bilineata,NA,NA,NA,LC
61530,Lacerta viridis,NA,NA,NA,LC
64316895,Lachnanthes caroliana,NA,NA,NA,LC
11130,Lachnolaimus maximus,NA,NA,NA,VU
19891627,Lackeya multiflora,NA,NA,NA,LC
195922073,Lactarius aestivus,NA,NA,NA,LC
195922353,Lactarius aurantiosordidus,NA,NA,NA,LC
195922550,Lactarius californiensis,NA,NA,NA,LC
95384525,Lactarius cordovaensis,NA,NA,NA,DD
198478341,Lactarius crassus,NA,NA,NA,LC
195922333,Lactarius fallax,NA,NA,NA,LC
195922518,Lactarius kauffmanii,NA,NA,NA,LC
195922525,Lactarius occidentalis,NA,NA,NA,LC
195922509,Lactarius pallescens,NA,NA,NA,LC
195922095,Lactarius pseudomucidus,NA,NA,NA,LC
138329630,Lactarius rubidus,NA,NA,NA,LC
195922322,Lactarius rubrilacteus,NA,NA,NA,LC
195922522,Lactarius rufulus,NA,NA,NA,LC
195922169,Lactarius saylorii,NA,NA,NA,DD
195922088,Lactarius xanthogalactus,NA,NA,NA,LC
190106,Lactophrys bicaudalis,NA,NA,NA,LC
193816,Lactophrys trigonus,NA,NA,NA,LC
190363,Lactophrys triqueter,NA,NA,NA,LC
189641,Ladislavella elodes,NA,NA,NA,LC
51274501,Ladona deplanata,NA,NA,NA,LC
51274526,Ladona exusta,NA,NA,NA,LC
51274589,Ladona julia,NA,NA,NA,LC
91288887,Laemodonta clausa,NA,NA,NA,LC
189480,Laemodonta striata,NA,NA,NA,LC
16466647,Laemonema barbatulum,NA,NA,NA,LC
190216,Laemonema goodebeanorum,NA,NA,NA,LC
190074,Laemonema melanurum,NA,NA,NA,LC
155142,Laemonema rhodochir,NA,NA,NA,LC
60471850,Laemonema robustum,NA,NA,NA,DD
188920,Laevapex fuscus,NA,NA,NA,LC
11140,Lagenodelphis hosei,NA,NA,NA,LC
11141,Lagenorhynchus acutus,NA,NA,NA,LC
11142,Lagenorhynchus albirostris,NA,NA,NA,LC
11145,Lagenorhynchus obliquidens,NA,NA,NA,LC
190380,Lagocephalus laevigatus,NA,NA,NA,LC
190464,Lagocephalus lagocephalus,NA,NA,NA,LC
166947,Lagocephalus sceleratus,NA,NA,NA,LC
170250,Lagodon rhomboides,NA,NA,NA,LC
22679460,Lagopus lagopus,NA,NA,NA,LC
22679473,Lagopus leucura,NA,NA,NA,LC
22679464,Lagopus muta,NA,NA,NA,LC
178798,Laguncularia racemosa,NA,NA,NA,LC
195539,Lamellidea oblonga,NA,NA,NA,LC
11198,Laminella sanguinea,NA,NA,NA,CR
39342,Lamna ditropis,NA,NA,NA,LC
11200,Lamna nasus,NA,NA,NA,VU
15598948,Lampadena anomala,NA,NA,NA,DD
71942692,Lampadena atlantica,NA,NA,NA,LC
15598951,Lampadena chavesi,NA,NA,NA,LC
15598957,Lampadena luminosa,NA,NA,NA,LC
60471855,Lampadena speculigera,NA,NA,NA,LC
68064111,Lampadena urophaos,NA,NA,NA,LC
129300151,Lampadena yaquinae,NA,NA,NA,LC
163219,Lampadioteuthis megaleia,NA,NA,NA,LC
129300299,Lampanyctus acanthurus,NA,NA,NA,LC
15599060,Lampanyctus alatus,NA,NA,NA,LC
129388312,Lampanyctus bristori,NA,NA,NA,LC
198618,Lampanyctus crocodilus,NA,NA,NA,LC
129389236,Lampanyctus fernae,NA,NA,NA,LC
15599067,Lampanyctus festivus,NA,NA,NA,LC
129389241,Lampanyctus gemmifer,NA,NA,NA,LC
129389418,Lampanyctus hawaiiensis,NA,NA,NA,LC
129389577,Lampanyctus idostigma,NA,NA,NA,LC
15599070,Lampanyctus intricarius,NA,NA,NA,LC
154674,Lampanyctus jordani,NA,NA,NA,LC
18128938,Lampanyctus macdonaldi,NA,NA,NA,LC
129391378,Lampanyctus niger,NA,NA,NA,LC
190369,Lampanyctus nobilis,NA,NA,NA,LC
60471860,Lampanyctus photonotus,NA,NA,NA,LC
198619,Lampanyctus pusillus,NA,NA,NA,LC
129394341,Lampanyctus regalis,NA,NA,NA,LC
129394449,Lampanyctus ritteri,NA,NA,NA,LC
129394511,Lampanyctus simulator,NA,NA,NA,LC
129394603,Lampanyctus steinbecki,NA,NA,NA,LC
15599078,Lampanyctus tenuiformis,NA,NA,NA,LC
60471865,Lampanyctus vadulus,NA,NA,NA,LC
202622,Lampetra aepyptera,NA,NA,NA,LC
202625,Lampetra ayresii,NA,NA,NA,LC
11207,Lampetra hubbsi,NA,NA,NA,VU
202630,Lampetra richardsoni,NA,NA,NA,LC
174427,Lampides boeticus,NA,NA,NA,LC
22687664,Lampornis clemenciae,NA,NA,NA,LC
60471901,Lamprogrammus niger,NA,NA,NA,LC
60471916,Lamprogrammus shcherbachevi,NA,NA,NA,DD
63825,Lampropeltis alterna,NA,NA,NA,LC
67662524,Lampropeltis californiae,NA,NA,NA,LC
63826,Lampropeltis calligaster,NA,NA,NA,LC
67662850,Lampropeltis elapsoides,NA,NA,NA,LC
63927,Lampropeltis extenuata,NA,NA,NA,NT
90069282,Lampropeltis gentilis,NA,NA,NA,LC
67662588,Lampropeltis getula,NA,NA,NA,LC
67662914,Lampropeltis holbrooki,NA,NA,NA,LC
68045211,Lampropeltis knoblochi,NA,NA,NA,LC
90069326,Lampropeltis nigra,NA,NA,NA,LC
68045250,Lampropeltis pyromelana,NA,NA,NA,LC
68045356,Lampropeltis splendida,NA,NA,NA,LC
197493,Lampropeltis triangulum,NA,NA,NA,LC
90069502,Lampropeltis zonata,NA,NA,NA,LC
109473102,Lampropholis delicata,NA,NA,NA,LC
11249,Lampsilis abrupta,NA,NA,NA,VU
11251,Lampsilis binominata,NA,NA,NA,EX
11252,Lampsilis bracteata,NA,NA,NA,LR/nt
11253,Lampsilis cardium,NA,NA,NA,LC
11254,Lampsilis cariosa,NA,NA,NA,VU
11235,Lampsilis dolabraeformis,NA,NA,NA,VU
189279,Lampsilis fasciola,NA,NA,NA,LC
11255,Lampsilis fullerkati,NA,NA,NA,LR/nt
11237,Lampsilis higginsii,NA,NA,NA,EN
189496,Lampsilis hydiana,NA,NA,NA,LC
11257,Lampsilis ornata,NA,NA,NA,LC
11258,Lampsilis ovata,NA,NA,NA,LC
11259,Lampsilis powellii,NA,NA,NA,EN
11242,Lampsilis rafinesqueana,NA,NA,NA,EN
11260,Lampsilis reeviana ssp. brevicula,brevicula,ssp.,NA,LR/nt
11261,Lampsilis reeviana ssp. reeviana,reeviana,ssp.,NA,VU
11262,Lampsilis satura,NA,NA,NA,LR/nt
189448,Lampsilis siliquoidea,NA,NA,NA,LC
11263,Lampsilis splendida,NA,NA,NA,LC
11264,Lampsilis straminea ssp. claibornensis,claibornensis,ssp.,NA,LR/nt
11265,Lampsilis straminea ssp. straminea,straminea,ssp.,NA,LR/nt
11244,Lampsilis streckeri,NA,NA,NA,CR
188908,Lampsilis teres,NA,NA,NA,LC
11245,Lampsilis virescens,NA,NA,NA,CR
168991,Landoltia punctata,NA,NA,NA,LC
103718956,Lanius borealis,NA,NA,NA,LC
22705042,Lanius ludovicianus,NA,NA,NA,NT
51179217,Lanthus parvulus,NA,NA,NA,LC
51179226,Lanthus vernalis,NA,NA,NA,LC
47147749,Larimus fasciatus,NA,NA,NA,LC
42313,Larix laricina,NA,NA,NA,LC
42314,Larix lyallii,NA,NA,NA,LC
42315,Larix occidentalis,NA,NA,NA,LC
22694455,Larus atricilla,NA,NA,NA,LC
22694321,Larus californicus,NA,NA,NA,LC
22694308,Larus canus,NA,NA,NA,LC
22694289,Larus crassirostris,NA,NA,NA,LC
22694317,Larus delawarensis,NA,NA,NA,LC
22694373,Larus fuscus,NA,NA,NA,LC
22694334,Larus glaucescens,NA,NA,NA,LC
22729877,Larus glaucoides,NA,NA,NA,LC
22694296,Larus heermanni,NA,NA,NA,NT
22694343,Larus hyperboreus,NA,NA,NA,LC
22694340,Larus livens,NA,NA,NA,LC
22694324,Larus marinus,NA,NA,NA,LC
22694337,Larus occidentalis,NA,NA,NA,LC
22694432,Larus philadelphia,NA,NA,NA,LC
22694462,Larus pipixcan,NA,NA,NA,LC
22694420,Larus ridibundus,NA,NA,NA,LC
22694362,Larus schistisagus,NA,NA,NA,LC
62030590,Larus smithsonianus,NA,NA,NA,LC
44393464,Lasiacis divaricata,NA,NA,NA,LC
190303,Lasiognathus beebei,NA,NA,NA,LC
140349925,Lasiognathus dinema,NA,NA,NA,DD
140349938,Lasiognathus intermedius,NA,NA,NA,LC
60471925,Lasiognathus saccostoma,NA,NA,NA,LC
140349944,Lasiognathus waltoni,NA,NA,NA,DD
11339,Lasionycteris noctivagans,NA,NA,NA,LC
88151055,Lasiurus blossevillii,NA,NA,NA,LC
11347,Lasiurus borealis,NA,NA,NA,LC
11345,Lasiurus cinereus,NA,NA,NA,LC
11350,Lasiurus ega,NA,NA,NA,LC
11352,Lasiurus intermedius,NA,NA,NA,LC
11353,Lasiurus seminolus,NA,NA,NA,LC
41532,Lasiurus xanthinus,NA,NA,NA,LC
62269,Lasmigona complanata,NA,NA,NA,LC
11358,Lasmigona complanata ssp. alabamensis,alabamensis,ssp.,NA,LR/nt
11359,Lasmigona compressa,NA,NA,NA,LC
11360,Lasmigona decorata,NA,NA,NA,CR
11357,Lasmigona holstonia,NA,NA,NA,LC
11361,Lasmigona subviridis,NA,NA,NA,LC
64316916,Lasthenia glaberrima,NA,NA,NA,LC
22692353,Laterallus jamaicensis,NA,NA,NA,EN
120072348,Lathyrus angulatus,NA,NA,NA,LC
19379015,Lathyrus aphaca,NA,NA,NA,LC
174708,Lathyrus cicera,NA,NA,NA,LC
176501,Lathyrus hirsutus,NA,NA,NA,LC
120074445,Lathyrus japonicus,NA,NA,NA,LC
176573,Lathyrus latifolius,NA,NA,NA,LC
18762781,Lathyrus palustris,NA,NA,NA,LC
176401,Lathyrus rotundifolius,NA,NA,NA,NT
19379058,Lathyrus sphaericus,NA,NA,NA,LC
176568,Lathyrus sylvestris,NA,NA,NA,LC
176447,Lathyrus tingitanus,NA,NA,NA,LC
202129,Lavinia exilicauda,NA,NA,NA,LC
163143,Leachia danae,NA,NA,NA,LC
190921,Leachia dislocata,NA,NA,NA,DD
190922,Leachia lemur,NA,NA,NA,DD
80702914,Lecanora masana,NA,NA,NA,VU
180096952,Lecanora protervula,NA,NA,NA,LC
164022,Leersia hexandra,NA,NA,NA,LC
164118,Leersia oryzoides,NA,NA,NA,LC
64316936,Leersia virginica,NA,NA,NA,LC
75320046,Leiocephalus carinatus,NA,NA,NA,LC
178591,Leiocephalus schreibersii,NA,NA,NA,LC
99931452,Leiolepis rubritaeniata,NA,NA,NA,LC
193267,Leiostomus xanthurus,NA,NA,NA,LC
22721624,Leiothlypis celata,NA,NA,NA,LC
22721633,Leiothlypis crissalis,NA,NA,NA,LC
22721636,Leiothlypis luciae,NA,NA,NA,LC
22721621,Leiothlypis peregrina,NA,NA,NA,LC
22721627,Leiothlypis ruficapilla,NA,NA,NA,LC
22721630,Leiothlypis virginiae,NA,NA,NA,LC
22716522,Leiothrix lutea,NA,NA,NA,LC
30937,Leitneria floridana,NA,NA,NA,NT
158178288,Leitneria pilosa,NA,NA,NA,EN
11479,Lemiox rimosus,NA,NA,NA,CR
42624,Lemmiscus curtatus,NA,NA,NA,LC
136712,Lemmus trimucronatus,NA,NA,NA,LC
164404,Lemna aequinoctialis,NA,NA,NA,LC
164103,Lemna gibba,NA,NA,NA,LC
164057,Lemna minor,NA,NA,NA,LC
64316939,Lemna minuta,NA,NA,NA,LC
168695,Lemna perpusilla,NA,NA,NA,LC
164467,Lemna trisulca,NA,NA,NA,LC
167881,Lemna turionifera,NA,NA,NA,LC
192003502,Lemna valdiviana,NA,NA,NA,LC
11501,Lentipes concolor,NA,NA,NA,DD
11509,Leopardus pardalis,NA,NA,NA,LC
195279947,Lepetodrilus gordensis,NA,NA,NA,VU
80165940,Lepidium arbuscula,NA,NA,NA,CR
80230301,Lepidium orbiculare,NA,NA,NA,CR
80230346,Lepidium serra,NA,NA,NA,EN
11533,Lepidochelys kempii,NA,NA,NA,CR
11534,Lepidochelys olivacea,NA,NA,NA,VU
190287,Lepidocybium flavobrunneum,NA,NA,NA,LC
172593,Lepidodactylus lugubris,NA,NA,NA,LC
11576,Lepidomeda albivallis,NA,NA,NA,CR
202132,Lepidomeda aliciae,NA,NA,NA,VU
11577,Lepidomeda altivelis,NA,NA,NA,EX
202133,Lepidomeda copei,NA,NA,NA,NT
62202,Lepidomeda mollispinis,NA,NA,NA,VU
11579,Lepidomeda vittata,NA,NA,NA,EN
15599123,Lepidophanes gaussi,NA,NA,NA,LC
15599136,Lepidophanes guentheri,NA,NA,NA,LC
158631442,Lepidopsetta bilineata,NA,NA,NA,LC
158631806,Lepidopsetta polyxystra,NA,NA,NA,LC
135403469,Lepidopus altifrons,NA,NA,NA,LC
144303862,Lepidospartum squamatum,NA,NA,NA,LC
11615,Lepidurus packardi,NA,NA,NA,EN
95384528,Lepiota luteophylla,NA,NA,NA,CR
95384531,Lepiota rhodophylla,NA,NA,NA,CR
125433519,Lepiota scaberula,NA,NA,NA,VU
76195538,Lepiota viridigleba,NA,NA,NA,DD
191026,Lepisosteus oculatus,NA,NA,NA,LC
191027,Lepisosteus osseus,NA,NA,NA,LC
202411,Lepisosteus platostomus,NA,NA,NA,LC
202412,Lepisosteus platyrhincus,NA,NA,NA,LC
184095,Lepomis auritus,NA,NA,NA,LC
61248,Lepomis cyanellus,NA,NA,NA,LC
202555,Lepomis gibbosus,NA,NA,NA,LC
191830,Lepomis gulosus,NA,NA,NA,LC
202556,Lepomis humilis,NA,NA,NA,LC
61260,Lepomis macrochirus,NA,NA,NA,LC
202557,Lepomis marginatus,NA,NA,NA,LC
62216,Lepomis megalotis,NA,NA,NA,LC
202558,Lepomis microlophus,NA,NA,NA,LC
202559,Lepomis miniatus,NA,NA,NA,LC
202560,Lepomis punctatus,NA,NA,NA,LC
202561,Lepomis symmetricus,NA,NA,NA,LC
16501868,Lepophidium brevibarbe,NA,NA,NA,LC
20675303,Lepophidium crossotum,NA,NA,NA,LC
20675356,Lepophidium entomelan,NA,NA,NA,LC
20675360,Lepophidium gilmorei,NA,NA,NA,LC
190244,Lepophidium jeannae,NA,NA,NA,LC
16502093,Lepophidium profundorum,NA,NA,NA,LC
16503587,Lepophidium staurophor,NA,NA,NA,LC
180875146,Lepra andersoniae,NA,NA,NA,EN
80702927,Lepraria lanata,NA,NA,NA,EN
180096955,Lepraria normandinoides,NA,NA,NA,LC
180096958,Lepraria oxybapha,NA,NA,NA,LC
60471934,Leptacanthichthys gracilispinis,NA,NA,NA,DD
11635,Leptachatina lepida,NA,NA,NA,EN
144276378,Leptecophylla tameiameiae,NA,NA,NA,LC
165040,Leptobasis lucifer,NA,NA,NA,DD
59736,Leptobasis melinogaster,NA,NA,NA,VU
158918,Leptobasis vacillans,NA,NA,NA,LC
137566161,Leptobrotula breviventralis,NA,NA,NA,DD
15601934,Leptochilichthys agassizii,NA,NA,NA,LC
18943598,Leptochloa mucronata,NA,NA,NA,LC
164493,Leptochloa panicea,NA,NA,NA,LC
202670,Leptocottus armatus,NA,NA,NA,LC
57127,Leptodactylus fragilis,NA,NA,NA,LC
173047,Leptodea fragilis,NA,NA,NA,LC
11685,Leptodea leptodon,NA,NA,NA,LR/nt
11686,Leptodea ochracea,NA,NA,NA,NT
197498,Leptodeira septentrionalis,NA,NA,NA,LC
15148964,Leptoderma macrops,NA,NA,NA,LC
194663043,Leptogium hibernicum,NA,NA,NA,EN
71598929,Leptogium rivulare,NA,NA,NA,NT
11690,Leptogryllus deceptor,NA,NA,NA,EW
202397,Leptolucania ommata,NA,NA,NA,LC
76256454,Leptonia carnea,NA,NA,NA,VU
11697,Leptonycteris nivalis,NA,NA,NA,EN
136659,Leptonycteris yerbabuenae,NA,NA,NA,NT
133686,Leptoseris cailleti,NA,NA,NA,LC
135436700,Leptostomias analis,NA,NA,NA,DD
190088,Leptostomias bilobatus,NA,NA,NA,LC
18257269,Leptostomias gladiator,NA,NA,NA,LC
21133035,Leptostomias haplocaulus,NA,NA,NA,LC
190301,Leptostomias leptobolus,NA,NA,NA,LC
137566263,Leptostomias macronema,NA,NA,NA,DD
11762,Leptothorax duloticus,NA,NA,NA,VU
11763,Leptothorax minutissimus,NA,NA,NA,VU
22690854,Leptotila verreauxi,NA,NA,NA,LC
11772,Leptoxis ampla,NA,NA,NA,VU
189287,Leptoxis carinata,NA,NA,NA,LC
11773,Leptoxis clipeata,NA,NA,NA,EX
11774,Leptoxis compacta,NA,NA,NA,EX
11775,Leptoxis foremanii,NA,NA,NA,EX
11776,Leptoxis formosa,NA,NA,NA,EX
11777,Leptoxis ligata,NA,NA,NA,EX
11778,Leptoxis lirata,NA,NA,NA,EX
177734,Leptoxis melanoides,NA,NA,NA,CR
11780,Leptoxis minor,NA,NA,NA,VU
11781,Leptoxis occultata,NA,NA,NA,EX
11782,Leptoxis picta,NA,NA,NA,VU
11783,Leptoxis plicata,NA,NA,NA,CR
11769,Leptoxis praerosa,NA,NA,NA,VU
11784,Leptoxis showalterii,NA,NA,NA,EX
11785,Leptoxis taeniata,NA,NA,NA,EN
11786,Leptoxis torrefacta,NA,NA,NA,EX
11787,Leptoxis virgata,NA,NA,NA,VU
11788,Leptoxis vittata,NA,NA,NA,EX
41272,Lepus alleni,NA,NA,NA,LC
41273,Lepus americanus,NA,NA,NA,LC
41276,Lepus californicus,NA,NA,NA,LC
11792,Lepus callotis,NA,NA,NA,VU
41280,Lepus europaeus,NA,NA,NA,LC
11795,Lepus othus,NA,NA,NA,LC
41288,Lepus townsendii,NA,NA,NA,LC
11803,Lepyrium showalteri,NA,NA,NA,VU
19892702,Lespedeza cuneata,NA,NA,NA,LC
19892369,Lespedeza hirta,NA,NA,NA,LC
19892863,Lespedeza thunbergii,NA,NA,NA,DD
51364316,Lestes alacer,NA,NA,NA,LC
51364319,Lestes australis,NA,NA,NA,LC
51364323,Lestes congener,NA,NA,NA,LC
51364327,Lestes disjunctus,NA,NA,NA,LC
165516,Lestes dryas,NA,NA,NA,LC
51364333,Lestes eurinus,NA,NA,NA,LC
51364337,Lestes forcipatus,NA,NA,NA,LC
49254380,Lestes forficula,NA,NA,NA,LC
51364348,Lestes inaequalis,NA,NA,NA,LC
51364361,Lestes rectangularis,NA,NA,NA,LC
51364373,Lestes sigma,NA,NA,NA,LC
165086,Lestes spumarius,NA,NA,NA,LC
51364394,Lestes stultus,NA,NA,NA,LC
49254550,Lestes tenuatus,NA,NA,NA,LC
51364399,Lestes unguiculatus,NA,NA,NA,LC
51364424,Lestes vidua,NA,NA,NA,LC
51364434,Lestes vigilax,NA,NA,NA,LC
13485398,Lestidiops affinis,NA,NA,NA,LC
189818,Lestidiops jayakari,NA,NA,NA,LC
20661897,Lestidiops mirabilis,NA,NA,NA,LC
123324701,Lestidiops pacificus,NA,NA,NA,LC
154635,Lestidiops ringens,NA,NA,NA,LC
123324812,Lestidiops sphyraenopsis,NA,NA,NA,LC
190099,Lestidium atlanticum,NA,NA,NA,LC
123324951,Lestidium nudum,NA,NA,NA,LC
13485622,Lestrolepis intermedia,NA,NA,NA,LC
161303579,Lestrolepis pofi,NA,NA,NA,LC
190392,Letharchus velifer,NA,NA,NA,LC
202623,Lethenteron alaskense,NA,NA,NA,DD
202624,Lethenteron appendix,NA,NA,NA,LC
135719,Lethenteron camtschaticum,NA,NA,NA,LC
62026287,Leucaena pulverulenta,NA,NA,NA,LC
136746227,Leucaena retusa,NA,NA,NA,LC
138329633,Leucoagaricus dyscritus,NA,NA,NA,NT
125433553,Leucoagaricus hesperius,NA,NA,NA,VU
198479957,Leucogaster citrinus,NA,NA,NA,LC
164488,Leucojum aestivum,NA,NA,NA,LC
22681169,Leuconotopicus albolarvatus,NA,NA,NA,LC
22729044,Leuconotopicus arizonae,NA,NA,NA,LC
22681158,Leuconotopicus borealis,NA,NA,NA,NT
22681166,Leuconotopicus villosus,NA,NA,NA,LC
161418,Leucoraja erinacea,NA,NA,NA,LC
161419,Leucoraja garmani,NA,NA,NA,LC
161318,Leucoraja lentiginosa,NA,NA,NA,LC
161631,Leucoraja ocellata,NA,NA,NA,EN
51274672,Leucorrhinia borealis,NA,NA,NA,LC
165100,Leucorrhinia frigida,NA,NA,NA,LC
164993,Leucorrhinia glacialis,NA,NA,NA,LC
51274686,Leucorrhinia hudsonica,NA,NA,NA,LC
51274744,Leucorrhinia intacta,NA,NA,NA,LC
51274871,Leucorrhinia patricia,NA,NA,NA,LC
51274882,Leucorrhinia proxima,NA,NA,NA,LC
22720488,Leucosticte atrata,NA,NA,NA,EN
22728985,Leucosticte australis,NA,NA,NA,EN
22720482,Leucosticte tephrocotis,NA,NA,NA,LC
201643,Leucothrinax morrisii,NA,NA,NA,LC
11919,Levuana irridescens,NA,NA,NA,EX
11923,Lexingtonia subplana,NA,NA,NA,CR
51275269,Libellula auripennis,NA,NA,NA,LC
51275285,Libellula axilena,NA,NA,NA,LC
164977,Libellula comanche,NA,NA,NA,LC
51275332,Libellula composita,NA,NA,NA,LC
165095,Libellula croceipennis,NA,NA,NA,LC
165020,Libellula cyanea,NA,NA,NA,LC
51275474,Libellula flavida,NA,NA,NA,LC
51275487,Libellula forensis,NA,NA,NA,LC
51276313,Libellula gaigei,NA,NA,NA,DD
51276332,Libellula incesta,NA,NA,NA,LC
11929,Libellula jesseana,NA,NA,NA,VU
165064,Libellula luctuosa,NA,NA,NA,LC
51276359,Libellula needhami,NA,NA,NA,LC
51276369,Libellula nodisticta,NA,NA,NA,LC
51276380,Libellula pulchella,NA,NA,NA,LC
165469,Libellula quadrimaculata,NA,NA,NA,LC
51276401,Libellula saturata,NA,NA,NA,LC
51276410,Libellula semifasciata,NA,NA,NA,LC
51276429,Libellula vibrans,NA,NA,NA,LC
160608,Libytheana carinenta,NA,NA,NA,LC
156770646,Licaria triandra,NA,NA,NA,LC
91864677,Lichanura orcutti,NA,NA,NA,LC
91864513,Lichanura trivirgata,NA,NA,NA,LC
11967,Ligumia nasuta,NA,NA,NA,VU
11968,Ligumia recta,NA,NA,NA,NT
117002335,Ligusticum apiifolium,NA,NA,NA,LC
117002391,Ligusticum californicum,NA,NA,NA,LC
117002420,Ligusticum canadense,NA,NA,NA,LC
116996191,Ligusticum canbyi,NA,NA,NA,LC
116996267,Ligusticum filicinum,NA,NA,NA,LC
116996233,Ligusticum grayi,NA,NA,NA,LC
116995418,Ligusticum porteri,NA,NA,NA,LC
117002531,Ligusticum scoticum,NA,NA,NA,LC
117002540,Ligusticum scoticum subsp. hultenii,hultenii,subsp.,NA,LC
117003606,Ligusticum scoticum subsp. scoticum,scoticum,subsp.,NA,LC
116996270,Ligusticum tenuifolium,NA,NA,NA,LC
117003666,Ligusticum verticillatum,NA,NA,NA,DD
49838597,Ligustrum lucidum,NA,NA,NA,LC
64316981,Lilaeopsis occidentalis,NA,NA,NA,LC
95384539,Limacella solidipes,NA,NA,NA,DD
158631834,Limanda aspera,NA,NA,NA,LC
158632105,Limanda sakhalinensis,NA,NA,NA,LC
39156,Limbella fryei,NA,NA,NA,CR
160397,Limenitis archippus,NA,NA,NA,LC
173004526,Limenitis weidemeyerii,NA,NA,NA,LC
125982386,Limia vittata,NA,NA,NA,LC
68000804,Limnichthys nitidus,NA,NA,NA,LC
22693344,Limnodromus griseus,NA,NA,NA,LC
22693348,Limnodromus scolopaceus,NA,NA,NA,LC
169024,Limnophila indica,NA,NA,NA,LC
22721776,Limnothlypis swainsonii,NA,NA,NA,LC
192142760,Limonium carolinianum,NA,NA,NA,LC
22693162,Limosa fedoa,NA,NA,NA,LC
22693154,Limosa haemastica,NA,NA,NA,LC
22693158,Limosa lapponica,NA,NA,NA,NT
22693150,Limosa limosa,NA,NA,NA,NT
64316999,Limosella acaulis,NA,NA,NA,LC
164098,Limosella aquatica,NA,NA,NA,LC
11987,Limulus polyphemus,NA,NA,NA,VU
135956930,Lindera benzoin,NA,NA,NA,LC
11989,Linderiella occidentalis,NA,NA,NA,LR/nt
64317051,Lindernia dubia,NA,NA,NA,LC
140189271,Linophryne algibarbata,NA,NA,NA,LC
