taxonid,scientific_name,subspecies,rank,subpopulation,category
117763265,Digitaria aequiglumis,NA,NA,NA,LC
117763313,Digitaria californica,NA,NA,NA,LC
100509260,Digitaria horizontalis,NA,NA,NA,LC
100509567,Digitaria insularis,NA,NA,NA,LC
122101352,Digitaria nuda,NA,NA,NA,LC
193606,Diodon eydouxii,NA,NA,NA,LC
193817,Diodon holocanthus,NA,NA,NA,LC
193668,Diodon hystrix,NA,NA,NA,LC
198614,Diogenichthys atlanticus,NA,NA,NA,LC
130345678,Diogenichthys laternatus,NA,NA,NA,LC
22698305,Diomedea exulans,NA,NA,NA,VU
39636,Dionaea muscipula,NA,NA,NA,VU
191262,Dionda argentosa,NA,NA,NA,EN
6623,Dionda diaboli,NA,NA,NA,EN
62199,Dionda episcopa,NA,NA,NA,LC
202091,Dionda nigrotaeniata,NA,NA,NA,LC
202092,Dionda serena,NA,NA,NA,LC
173751,Diospyros hillebrandii,NA,NA,NA,EN
173647,Diospyros sandwicensis,NA,NA,NA,VU
173411,Diospyros texana,NA,NA,NA,LC
173405,Diospyros virginiana,NA,NA,NA,LC
6628,Diphylla ecaudata,NA,NA,NA,LC
20664908,Diplacanthopoma brachysoma,NA,NA,NA,LC
78776120,Diplazium molokaiense,NA,NA,NA,CR
190325,Diplectrum bivittatum,NA,NA,NA,LC
16439926,Diplectrum formosum,NA,NA,NA,LC
183239,Diplectrum maximum,NA,NA,NA,LC
190226,Diplectrum radiale,NA,NA,NA,LC
170154,Diplodus argenteus,NA,NA,NA,LC
170275,Diplodus argenteus ssp. caudimacula,caudimacula,ssp.,NA,LC
170264,Diplodus holbrookii,NA,NA,NA,LC
16435778,Diplogrammus pauciradiatus,NA,NA,NA,LC
137516856,Diplophos orientalis,NA,NA,NA,LC
137516940,Diplophos proximus,NA,NA,NA,LC
18252702,Diplophos taenia,NA,NA,NA,LC
133257,Diploria labyrinthiformis,NA,NA,NA,LC
20665551,Diplospinus multistriatus,NA,NA,NA,LC
6684,Dipodomys agilis,NA,NA,NA,LC
42599,Dipodomys californicus,NA,NA,NA,LC
6685,Dipodomys compactus,NA,NA,NA,LC
6686,Dipodomys deserti,NA,NA,NA,LC
6675,Dipodomys elator,NA,NA,NA,VU
42600,Dipodomys heermanni,NA,NA,NA,LC
6678,Dipodomys ingens,NA,NA,NA,EN
92465716,Dipodomys merriami,NA,NA,NA,LC
42603,Dipodomys microps,NA,NA,NA,LC
6683,Dipodomys nitratoides,NA,NA,NA,VU
6691,Dipodomys ordii,NA,NA,NA,LC
42604,Dipodomys panamintinus,NA,NA,NA,LC
136630,Dipodomys simulans,NA,NA,NA,LC
6693,Dipodomys spectabilis,NA,NA,NA,NT
6682,Dipodomys stephensi,NA,NA,NA,VU
42605,Dipodomys venustus,NA,NA,NA,LC
194975,Dipsosaurus dorsalis,NA,NA,NA,LC
161427,Dipturus bullisi,NA,NA,NA,LC
161565,Dipturus garricki,NA,NA,NA,LC
39771,Dipturus laevis,NA,NA,NA,LC
161718,Dipturus olseni,NA,NA,NA,LC
161514,Dipturus oregoni,NA,NA,NA,LC
161610,Dipturus teevani,NA,NA,NA,LC
190137,Diretmichthys parini,NA,NA,NA,LC
21110056,Diretmoides pauciradiatus,NA,NA,NA,LC
18124015,Diretmus argenteus,NA,NA,NA,LC
6718,Disconaias salinasensis,NA,NA,NA,EN
193226,Discordipinna griessingeri,NA,NA,NA,LC
163256,Discoteuthis discus,NA,NA,NA,LC
163179,Discoteuthis laciniosa,NA,NA,NA,LC
6736,Discus macclintocki,NA,NA,NA,LC
6737,Discus marmorensis,NA,NA,NA,VU
64311188,Distichlis spicata,NA,NA,NA,LC
153937,Distocambarus carlsoni,NA,NA,NA,DD
153809,Distocambarus crockeri,NA,NA,NA,DD
6763,Distocambarus devexus,NA,NA,NA,DD
153779,Distocambarus hunteri,NA,NA,NA,VU
6764,Distocambarus youngineri,NA,NA,NA,VU
190414,Ditropichthys storeri,NA,NA,NA,DD
66292425,Dodonaea viscosa,NA,NA,NA,LC
64311196,Doellingeria umbellata,NA,NA,NA,LC
18140736,Dolicholagus longirostris,NA,NA,NA,LC
22724367,Dolichonyx oryzivorus,NA,NA,NA,LC
21101200,Dolichopteroides binocularis,NA,NA,NA,LC
58241062,Dolichopteryx longipes,NA,NA,NA,LC
42830260,Dolopichthys allector,NA,NA,NA,LC
61934241,Dolopichthys danae,NA,NA,NA,LC
140348402,Dolopichthys karsteni,NA,NA,NA,LC
190278,Dolopichthys longicornis,NA,NA,NA,LC
60470361,Dolopichthys pullatus,NA,NA,NA,DD
39166,Donrichardsia macroneuron,NA,NA,NA,VU
168974,Dopatrium junceum,NA,NA,NA,LC
187456,Doratonotus megalepis,NA,NA,NA,LC
183257,Dormitator latifrons,NA,NA,NA,LC
185972,Dormitator maculatus,NA,NA,NA,LC
50970062,Dorocordulia lepida,NA,NA,NA,LC
50970083,Dorocordulia libera,NA,NA,NA,LC
191210,Dorosoma cepedianum,NA,NA,NA,LC
191211,Dorosoma petenense,NA,NA,NA,LC
41982,Dorymyrmex insanus,NA,NA,NA,VU
80233453,Doryopteris angelica,NA,NA,NA,CR
162997,Doryteuthis opalescens,NA,NA,NA,LC
163165,Doryteuthis pealeii,NA,NA,NA,LC
163020,Doryteuthis plei,NA,NA,NA,LC
162959,Dosidicus gigas,NA,NA,NA,DD
64311201,Downingia elegans,NA,NA,NA,LC
64311205,Downingia laeta,NA,NA,NA,LC
188911,Dreissena bugensis,NA,NA,NA,LC
155495,Dreissena polymorpha,NA,NA,NA,LC
22720844,Drepanis coccinea,NA,NA,NA,VU
22720852,Drepanis funerea,NA,NA,NA,EX
22720848,Drepanis pacifica,NA,NA,NA,EX
189147,Drepanotrema cimex,NA,NA,NA,LC
6828,Driloleirus americanus,NA,NA,NA,VU
6829,Driloleirus macelfreshi,NA,NA,NA,EN
165000,Dromogomphus armatus,NA,NA,NA,LC
165089,Dromogomphus spinosus,NA,NA,NA,LC
51178659,Dromogomphus spoliatus,NA,NA,NA,LC
6843,Dromus dromas,NA,NA,NA,CR
64311210,Drosera filiformis,NA,NA,NA,LC
64311215,Drosera linearis,NA,NA,NA,LC
168798,Drosera rotundifolia,NA,NA,NA,LC
6844,Drosophila lanaiensis,NA,NA,NA,EX
63773,Drymarchon couperi,NA,NA,NA,LC
63774,Drymarchon melanurus,NA,NA,NA,LC
197481,Drymobius margaritiferus,NA,NA,NA,LC
22681149,Dryobates nuttallii,NA,NA,NA,LC
22681155,Dryobates pubescens,NA,NA,NA,LC
22681152,Dryobates scalaris,NA,NA,NA,LC
6862,Dryophthorus distinguendus,NA,NA,NA,EX
10350,Dryophytes andersonii,NA,NA,NA,NT
55396,Dryophytes arenicolor,NA,NA,NA,LC
55403,Dryophytes avivoca,NA,NA,NA,LC
55448,Dryophytes chrysoscelis,NA,NA,NA,LC
55449,Dryophytes cinereus,NA,NA,NA,LC
55481,Dryophytes femoralis,NA,NA,NA,LC
55495,Dryophytes gratiosus,NA,NA,NA,LC
55662,Dryophytes squirellus,NA,NA,NA,LC
55687,Dryophytes versicolor,NA,NA,NA,LC
55696,Dryophytes wrightorum,NA,NA,NA,LC
80231114,Dryopteris crinalis var. podosorus,podosorus,var.,NA,CR
166865716,Dryopteris glabra var. alboviridis,alboviridis,var.,NA,EN
80231256,Dryopteris glabra var. flynnii,flynnii,var.,NA,CR
80231286,Dryopteris glabra var. pusilla,pusilla,var.,NA,CR
6863,Dryotribus mimeticus,NA,NA,NA,LC
150115162,Drypetes lateriflora,NA,NA,NA,LC
30770,Dubautia arborea,NA,NA,NA,EN
79865085,Dubautia herbstobatae,NA,NA,NA,CR
173119512,Dubautia imbricata,NA,NA,NA,CR
173119606,Dubautia imbricata subsp. acronaea,acronaea,subsp.,NA,CR
173119731,Dubautia imbricata subsp. imbricata,imbricata,subsp.,NA,CR
80229156,Dubautia kalalauensis,NA,NA,NA,CR
80229184,Dubautia kenwoodii,NA,NA,NA,CR
62346,Dubautia knudsenii,NA,NA,NA,EN
33578,Dubautia knudsenii subsp. filiformis,filiformis,subsp.,NA,EN
34018,Dubautia knudsenii subsp. knudsenii,knudsenii,subsp.,NA,EN
33579,Dubautia knudsenii subsp. nagatae,nagatae,subsp.,NA,EN
173120604,Dubautia laevigata,NA,NA,NA,EN
79866204,Dubautia latifolia,NA,NA,NA,CR
33997,Dubautia microcephala,NA,NA,NA,CR
173120814,Dubautia paleata,NA,NA,NA,EN
79866309,Dubautia pauciflorula,NA,NA,NA,CR
79866379,Dubautia plantaginea,NA,NA,NA,LC
79869827,Dubautia plantaginea subsp. humilis,humilis,subsp.,NA,CR
80087527,Dubautia plantaginea subsp. magnifolia,magnifolia,subsp.,NA,CR
173120894,Dubautia raillardioides,NA,NA,NA,EN
30923,Dubautia reticulata,NA,NA,NA,VU
173120977,Dubautia syndetica,NA,NA,NA,CR
80229216,Dubautia waialealae,NA,NA,NA,CR
64311222,Dulichium arundinaceum,NA,NA,NA,LC
22711013,Dumetella carolinensis,NA,NA,NA,LC
65366377,Dunckerocampus baldwini,NA,NA,NA,LC
145351548,Duranta erecta,NA,NA,NA,LC
21113900,Dysalotus alcocki,NA,NA,NA,LC
60470373,Dysalotus oligoscolus,NA,NA,NA,LC
143615692,Dysalotus pouliulii,NA,NA,NA,DD
22720738,Dysmorodrepanis munroi,NA,NA,NA,EX
199278,Dysomma anguillare,NA,NA,NA,LC
194989,Dysomma brevirostre,NA,NA,NA,LC
165087,Dythemis fugax,NA,NA,NA,LC
51273181,Dythemis maya,NA,NA,NA,LC
51273184,Dythemis nigrescens,NA,NA,NA,LC
165091,Dythemis velox,NA,NA,NA,LC
19891615,Ebenopsis ebano,NA,NA,NA,LC
44393696,Echeandia flavescens,NA,NA,NA,LC
190393,Echeneis naucrates,NA,NA,NA,LC
16440083,Echeneis neucratoides,NA,NA,NA,DD
195680,Echidna catenata,NA,NA,NA,LC
195682,Echidna leucotaenia,NA,NA,NA,LC
195683,Echidna nebulosa,NA,NA,NA,LC
166929,Echidna polyzona,NA,NA,NA,LC
136004569,Echinacea laevigata,NA,NA,NA,NT
152053,Echinocactus horizonthalonius,NA,NA,NA,LC
152221,Echinocactus polycephalus,NA,NA,NA,LC
152878,Echinocactus texensis,NA,NA,NA,LC
152305,Echinocereus arizonicus,NA,NA,NA,LC
152355,Echinocereus berlandieri,NA,NA,NA,LC
152845,Echinocereus bonkerae,NA,NA,NA,LC
152215,Echinocereus chisosensis,NA,NA,NA,EN
152312,Echinocereus coccineus,NA,NA,NA,LC
152239,Echinocereus dasyacanthus,NA,NA,NA,LC
152898,Echinocereus engelmannii,NA,NA,NA,LC
152692,Echinocereus enneacanthus,NA,NA,NA,LC
151819,Echinocereus fasciculatus,NA,NA,NA,LC
152682,Echinocereus fendleri,NA,NA,NA,LC
152902,Echinocereus ledingii,NA,NA,NA,LC
152764,Echinocereus nicholii,NA,NA,NA,LC
152021,Echinocereus papillosus,NA,NA,NA,LC
152048,Echinocereus pectinatus,NA,NA,NA,LC
152059,Echinocereus pentalophus,NA,NA,NA,LC
151193,Echinocereus poselgeri,NA,NA,NA,LC
152184,Echinocereus pseudopectinatus,NA,NA,NA,LC
151886,Echinocereus reichenbachii,NA,NA,NA,LC
152066,Echinocereus rigidissimus,NA,NA,NA,LC
152784,Echinocereus russanthus,NA,NA,NA,LC
152915,Echinocereus santaritensis,NA,NA,NA,LC
152260,Echinocereus stramineus,NA,NA,NA,LC
152410,Echinocereus triglochidiatus,NA,NA,NA,LC
152032,Echinocereus viridiflorus,NA,NA,NA,LC
164380,Echinochloa colona,NA,NA,NA,LC
169069,Echinochloa crus-galli,NA,NA,NA,LC
100675065,Echinochloa crus-pavonis,NA,NA,NA,LC
177074,Echinochloa frumentacea,NA,NA,NA,LC
58084895,Echinochloa polystachya,NA,NA,NA,LC
64311248,Echinochloa walteri,NA,NA,NA,LC
71567420,Echinodontium ballouii,NA,NA,NA,EN
41801,Echinorhinus brucus,NA,NA,NA,EN
41802,Echinorhinus cookei,NA,NA,NA,DD
190469,Echiodon dawsoni,NA,NA,NA,LC
199114,Echiophis intertinctus,NA,NA,NA,LC
199272,Echiophis punctifer,NA,NA,NA,LC
18256560,Echiostoma barbatum,NA,NA,NA,LC
164051,Eclipta prostrata,NA,NA,NA,LC
48342385,Ecsenius bicolor,NA,NA,NA,LC
7028,Ectoedemia castaneae,NA,NA,NA,EX
7029,Ectoedemia phleophaga,NA,NA,NA,EX
22690733,Ectopistes migratorius,NA,NA,NA,EX
15622831,Ectreposebastes imus,NA,NA,NA,LC
184997,Eduarctus modestus,NA,NA,NA,LC
22696944,Egretta caerulea,NA,NA,NA,LC
22696977,Egretta eulophotes,NA,NA,NA,VU
62774969,Egretta garzetta,NA,NA,NA,LC
22696916,Egretta rufescens,NA,NA,NA,NT
22696974,Egretta thula,NA,NA,NA,LC
22696931,Egretta tricolor,NA,NA,NA,LC
144117987,Ehretia anacua,NA,NA,NA,LC
44392606,Ehrharta stipoides,NA,NA,NA,LC
57825241,Einara edentula,NA,NA,NA,LC
15148742,Einara macrolepis,NA,NA,NA,LC
185988,Elacatinus evelynae,NA,NA,NA,LC
185986,Elacatinus oceanops,NA,NA,NA,LC
185974,Elacatinus xanthiprora,NA,NA,NA,LC
62002626,Elaeagnus angustifolia,NA,NA,NA,LC
64311251,Elaeagnus commutata,NA,NA,NA,LC
169273702,Elaeagnus umbellata,NA,NA,NA,LC
16440027,Elagatis bipinnulata,NA,NA,NA,LC
22695017,Elanoides forficatus,NA,NA,NA,LC
22695036,Elanus leucurus,NA,NA,NA,LC
166865782,Elaphoglossum crassicaule,NA,NA,NA,EN
7116,Elaphoidella amabilis,NA,NA,NA,VU
7120,Elaphrus viridis,NA,NA,NA,CR
202436,Elassoma alabamae,NA,NA,NA,CR
7128,Elassoma boehlkei,NA,NA,NA,VU
202437,Elassoma evergladei,NA,NA,NA,LC
202438,Elassoma gilberti,NA,NA,NA,LC
7129,Elassoma okatie,NA,NA,NA,VU
202439,Elassoma okefenokee,NA,NA,NA,LC
202440,Elassoma zonatum,NA,NA,NA,LC
175254,Elatine ambigua,NA,NA,NA,LC
64311254,Elatine americana,NA,NA,NA,LC
64311257,Elatine brachysperma,NA,NA,NA,LC
64311260,Elatine minima,NA,NA,NA,LC
64311267,Elatine rubella,NA,NA,NA,LC
167856,Elatine triandra,NA,NA,NA,LC
198615,Electrona risso,NA,NA,NA,LC
164247,Eleocharis acicularis,NA,NA,NA,LC
168696,Eleocharis acutangula,NA,NA,NA,LC
177168,Eleocharis atropurpurea,NA,NA,NA,LC
192158768,Eleocharis cellulosa,NA,NA,NA,LC
64311276,Eleocharis compressa,NA,NA,NA,LC
64311283,Eleocharis elliptica,NA,NA,NA,LC
64311292,Eleocharis erythropoda,NA,NA,NA,LC
44392324,Eleocharis flavescens,NA,NA,NA,LC
164219,Eleocharis geniculata,NA,NA,NA,LC
64311295,Eleocharis intermedia,NA,NA,NA,LC
192141032,Eleocharis interstincta,NA,NA,NA,LC
64311298,Eleocharis macrostachya,NA,NA,NA,LC
136640682,Eleocharis mutata,NA,NA,NA,LC
120170355,Eleocharis nigrescens,NA,NA,NA,LC
64311305,Eleocharis obtusa,NA,NA,NA,LC
163990,Eleocharis palustris,NA,NA,NA,LC
164353,Eleocharis quinqueflora,NA,NA,NA,LC
176968,Eleocharis retroflexa,NA,NA,NA,LC
64311311,Eleocharis robbinsii,NA,NA,NA,LC
64311314,Eleocharis rostellata,NA,NA,NA,LC
136640762,Eleocharis setifolia,NA,NA,NA,LC
64311317,Eleocharis suksdorfiana,NA,NA,NA,LC
164239,Eleocharis uniglumis,NA,NA,NA,LC
185989,Eleotris amblyopsis,NA,NA,NA,LC
185990,Eleotris perniger,NA,NA,NA,LC
7134,Eleotris sandwicensis,NA,NA,NA,DD
177359,Eleusine indica,NA,NA,NA,LC
166723659,Eleutherodactylus campi,NA,NA,NA,LC
56522,Eleutherodactylus coqui,NA,NA,NA,LC
56744,Eleutherodactylus marnockii,NA,NA,NA,LC
56864,Eleutherodactylus planirostris,NA,NA,NA,LC
63701,Elgaria coerulea,NA,NA,NA,LC
63702,Elgaria kingii,NA,NA,NA,LC
63703,Elgaria multicarinata,NA,NA,NA,LC
40792,Elgaria panamintina,NA,NA,NA,VU
7599,Elimia acuta,NA,NA,NA,VU
7600,Elimia alabamensis,NA,NA,NA,VU
7581,Elimia albanyensis,NA,NA,NA,LC
7582,Elimia ampla,NA,NA,NA,CR
7583,Elimia annettae,NA,NA,NA,CR
189657,Elimia arachnoidea,NA,NA,NA,NT
7601,Elimia aterina,NA,NA,NA,VU
189131,Elimia athearni,NA,NA,NA,LC
189659,Elimia bellacrenata,NA,NA,NA,CR
7602,Elimia bellula,NA,NA,NA,EN
7603,Elimia boykiniana,NA,NA,NA,VU
7584,Elimia brevis,NA,NA,NA,EX
189677,Elimia caelatura,NA,NA,NA,NT
7585,Elimia cahawbensis,NA,NA,NA,LC
7604,Elimia capillaris,NA,NA,NA,VU
189401,Elimia carinocostata,NA,NA,NA,LC
7589,Elimia clausa,NA,NA,NA,EX
189663,Elimia clavaeformis,NA,NA,NA,LC
189648,Elimia clenchi,NA,NA,NA,LC
7605,Elimia crenatella,NA,NA,NA,VU
188972,Elimia dickinsoni,NA,NA,NA,LC
7606,Elimia fascinans,NA,NA,NA,LC
7590,Elimia fusiformis,NA,NA,NA,EX
40100,Elimia gibbera,NA,NA,NA,EX
189671,Elimia godwini,NA,NA,NA,LC
7591,Elimia hartmaniana,NA,NA,NA,EX
7607,Elimia haysiana,NA,NA,NA,VU
7608,Elimia hydei,NA,NA,NA,VU
7592,Elimia impressa,NA,NA,NA,EX
7609,Elimia interrupta,NA,NA,NA,VU
7610,Elimia interveniens,NA,NA,NA,NT
7593,Elimia jonesi,NA,NA,NA,EX
40101,Elimia lachryma,NA,NA,NA,EX
7594,Elimia laeta,NA,NA,NA,EX
69629544,Elimia livescens,NA,NA,NA,LC
40102,Elimia macglameriana,NA,NA,NA,EX
188758,Elimia modesta,NA,NA,NA,LC
7611,Elimia nassula,NA,NA,NA,VU
7612,Elimia olivula,NA,NA,NA,VU
7595,Elimia pilsbryi,NA,NA,NA,EX
189647,Elimia plicatastriata,NA,NA,NA,NT
7613,Elimia porrecta,NA,NA,NA,VU
189406,Elimia potosiensis,NA,NA,NA,LC
189173,Elimia proxima,NA,NA,NA,LC
7596,Elimia pupaeformis,NA,NA,NA,EX
7614,Elimia pybasi,NA,NA,NA,VU
7597,Elimia pygmaea,NA,NA,NA,EX
189383,Elimia simplex,NA,NA,NA,LC
189683,Elimia striatula,NA,NA,NA,NT
7615,Elimia strigosa,NA,NA,NA,VU
7616,Elimia teres,NA,NA,NA,VU
7617,Elimia troostiana,NA,NA,NA,CR
7587,Elimia vanuxemiana,NA,NA,NA,EX
7598,Elimia varians,NA,NA,NA,VU
7588,Elimia variata,NA,NA,NA,NT
144220520,Elliottia racemosa,NA,NA,NA,VU
7629,Ellipsaria lineolata,NA,NA,NA,LR/nt
7637,Elliptio ahenea,NA,NA,NA,LR/nt
7638,Elliptio angustata,NA,NA,NA,LC
7639,Elliptio arca,NA,NA,NA,DD
188902,Elliptio buckleyi,NA,NA,NA,LC
7640,Elliptio chipolaensis,NA,NA,NA,EN
188939,Elliptio cistellaeformis,NA,NA,NA,LC
188880,Elliptio complanata,NA,NA,NA,LC
7641,Elliptio congaraea,NA,NA,NA,LR/nt
188905,Elliptio crassidens,NA,NA,NA,LC
189160,Elliptio cylindracea,NA,NA,NA,DD
7642,Elliptio dariensis,NA,NA,NA,LR/nt
7643,Elliptio downiei,NA,NA,NA,LC
189003,Elliptio errans,NA,NA,NA,LC
189583,Elliptio fisheriana,NA,NA,NA,LC
7644,Elliptio folliculata,NA,NA,NA,LC
7645,Elliptio fraterna,NA,NA,NA,DD
7646,Elliptio hopetonensis,NA,NA,NA,LC
7636,Elliptio jayensis,NA,NA,NA,LC
7647,Elliptio lanceolata,NA,NA,NA,LR/nt
7648,Elliptio mcmichaeli,NA,NA,NA,NT
7631,Elliptio nigella,NA,NA,NA,CR
7649,Elliptio producta,NA,NA,NA,LC
189539,Elliptio roanokensis,NA,NA,NA,VU
7650,Elliptio shepardiana,NA,NA,NA,LR/nt
7633,Elliptio spinosa,NA,NA,NA,EN
7635,Elliptio waccamawensis,NA,NA,NA,LC
7651,Elliptio waltoni,NA,NA,NA,DD
7652,Elliptoideus sloatianus,NA,NA,NA,VU
164013820,Ellychnia californica,NA,NA,NA,DD
164013862,Ellychnia corrusca,NA,NA,NA,LC
164014019,Ellychnia facula,NA,NA,NA,DD
164014022,Ellychnia flavicollis,NA,NA,NA,DD
164014068,Ellychnia granulicollis,NA,NA,NA,DD
164014076,Ellychnia greeni,NA,NA,NA,LC
164014080,Ellychnia hatchi,NA,NA,NA,LC
164014939,Ellychnia megista,NA,NA,NA,DD
164014619,Ellychnia simplex,NA,NA,NA,DD
64311327,Elodea bifoliata,NA,NA,NA,LC
13506646,Elodea canadensis,NA,NA,NA,LC
64311330,Elodea nuttallii,NA,NA,NA,LC
184047,Elops affinis,NA,NA,NA,DD
194307,Elops hawaiensis,NA,NA,NA,DD
191822,Elops saurus,NA,NA,NA,LC
194309,Elops smithi,NA,NA,NA,DD
21343347,Elymus elongatus,NA,NA,NA,LC
21343402,Elymus farctus,NA,NA,NA,LC
21343956,Elymus hispidus,NA,NA,NA,LC
64311334,Elymus violaceus,NA,NA,NA,LC
22720966,Emberiza aureola,NA,NA,NA,CR
22720881,Emberiza leucocephalos,NA,NA,NA,LC
22721007,Emberiza pallasi,NA,NA,NA,LC
22720954,Emberiza pusilla,NA,NA,NA,LC
22720960,Emberiza rustica,NA,NA,NA,VU
22721012,Emberiza schoeniclus,NA,NA,NA,LC
22721003,Emberiza variabilis,NA,NA,NA,LC
141748350,Embiotoca jacksoni,NA,NA,NA,LC
141481460,Embiotoca lateralis,NA,NA,NA,LC
46104133,Emblemaria atlantica,NA,NA,NA,LC
46104136,Emblemaria pandionis,NA,NA,NA,LC
46104139,Emblemaria piratula,NA,NA,NA,LC
185179,Emblemariopsis diaphana,NA,NA,NA,LC
190205,Emmelichthyops atlanticus,NA,NA,NA,LC
190148,Emmelichthys ruber,NA,NA,NA,LC
176155,Emoia cyanura,NA,NA,NA,LC
62213,Empetrichthys latos,NA,NA,NA,CR
7705,Empetrichthys merriami,NA,NA,NA,EX
22699845,Empidonax alnorum,NA,NA,NA,LC
22699871,Empidonax difficilis,NA,NA,NA,LC
22699839,Empidonax flaviventris,NA,NA,NA,LC
22699880,Empidonax fulvifrons,NA,NA,NA,LC
22699857,Empidonax hammondii,NA,NA,NA,LC
22699854,Empidonax minimus,NA,NA,NA,LC
22699864,Empidonax oberholseri,NA,NA,NA,LC
22699874,Empidonax occidentalis,NA,NA,NA,LC
22699848,Empidonax traillii,NA,NA,NA,LC
22699842,Empidonax virescens,NA,NA,NA,LC
22699860,Empidonax wrightii,NA,NA,NA,LC
22700520,Empidonomus varius,NA,NA,NA,LC
7709,Emydoidea blandingii,NA,NA,NA,EN
51342071,Enallagma anna,NA,NA,NA,LC
51342193,Enallagma annexum,NA,NA,NA,LC
51342379,Enallagma antennatum,NA,NA,NA,LC
51355082,Enallagma aspersum,NA,NA,NA,LC
51355210,Enallagma basidens,NA,NA,NA,LC
51355269,Enallagma boreale,NA,NA,NA,LC
51355816,Enallagma cardenium,NA,NA,NA,LC
165079,Enallagma carunculatum,NA,NA,NA,LC
49254379,Enallagma civile,NA,NA,NA,LC
51355757,Enallagma clausum,NA,NA,NA,LC
80718595,Enallagma coecum,NA,NA,NA,LC
51355980,Enallagma concisum,NA,NA,NA,LC
51356189,Enallagma daeckii,NA,NA,NA,LC
164927,Enallagma davisi,NA,NA,NA,LC
51356443,Enallagma divagans,NA,NA,NA,LC
164931,Enallagma doubledayi,NA,NA,NA,LC
164963,Enallagma dubium,NA,NA,NA,LC
51356619,Enallagma durum,NA,NA,NA,LC
165063,Enallagma ebrium,NA,NA,NA,LC
51356810,Enallagma eiseni,NA,NA,NA,LC
165092,Enallagma exsulans,NA,NA,NA,LC
51356945,Enallagma geminatum,NA,NA,NA,LC
51357009,Enallagma hageni,NA,NA,NA,LC
63540,Enallagma laterale,NA,NA,NA,LC
164932,Enallagma minusculum,NA,NA,NA,LC
51357200,Enallagma pallidum,NA,NA,NA,LC
63221,Enallagma pictum,NA,NA,NA,LC
51357310,Enallagma pollutum,NA,NA,NA,LC
51357444,Enallagma praevarum,NA,NA,NA,LC
7720,Enallagma recurvatum,NA,NA,NA,LC
51357608,Enallagma semicirculare,NA,NA,NA,LC
51357677,Enallagma signatum,NA,NA,NA,LC
51357888,Enallagma sulcatum,NA,NA,NA,LC
164925,Enallagma traviatum,NA,NA,NA,LC
51357987,Enallagma vernale,NA,NA,NA,LC
51357991,Enallagma vesperum,NA,NA,NA,LC
51358001,Enallagma weewa,NA,NA,NA,LC
135444821,Encheliophis gracilis,NA,NA,NA,LC
135444879,Encheliophis homei,NA,NA,NA,LC
135444957,Encheliophis vermicularis,NA,NA,NA,LC
195691,Enchelycore carychroa,NA,NA,NA,LC
195694,Enchelycore nigricans,NA,NA,NA,LC
195696,Enchelycore pardalis,NA,NA,NA,LC
15522054,Enchelyopus cimbrius,NA,NA,NA,LC
48342148,Enchelyurus brunneolus,NA,NA,NA,LC
2130,Enchisthenes hartii,NA,NA,NA,LC
75155303,Encrasicholina punctifer,NA,NA,NA,LC
98943344,Encrasicholina purpurea,NA,NA,NA,LC
40717,Endodonta apiculata,NA,NA,NA,CR
16440016,Engraulis eurystole,NA,NA,NA,LC
183856,Engraulis mordax,NA,NA,NA,DD
183467,Engyophrys sanctilaurentii,NA,NA,NA,LC
16765190,Engyophrys senta,NA,NA,NA,LC
69743737,Engyprosopon arenicola,NA,NA,NA,LC
69743778,Engyprosopon hawaiiensis,NA,NA,NA,LC
69744363,Engyprosopon xenandrus,NA,NA,NA,LC
7750,Enhydra lutris,NA,NA,NA,EN
202441,Enneacanthus chaetodon,NA,NA,NA,NT
184103,Enneacanthus gloriosus,NA,NA,NA,LC
202442,Enneacanthus obesus,NA,NA,NA,LC
178978,Enneanectes altivelis,NA,NA,NA,LC
178910,Enneanectes boehlkei,NA,NA,NA,LC
49437996,Enneanectes matador,NA,NA,NA,LC
178898,Enneanectes pectoralis,NA,NA,NA,LC
178920,Enneapterygius atriceps,NA,NA,NA,LC
155088,Enophrys taurina,NA,NA,NA,LC
184993,Enoplometopus antillensis,NA,NA,NA,LC
184998,Enoplometopus debelius,NA,NA,NA,DD
185024,Enoplometopus holthuisi,NA,NA,NA,DD
185060,Enoplometopus occidentalis,NA,NA,NA,LC
162968,Enoploteuthis anapsis,NA,NA,NA,LC
163187,Enoploteuthis chunii,NA,NA,NA,DD
162904,Enoploteuthis higginsi,NA,NA,NA,LC
163096,Enoploteuthis jonesi,NA,NA,NA,LC
162905,Enoploteuthis obliqua,NA,NA,NA,LC
163255,Enoploteuthis reticulata,NA,NA,NA,LC
59260,Ensatina eschscholtzii,NA,NA,NA,LC
163119,Enteroctopus californicus,NA,NA,NA,LC
162958,Enteroctopus dofleini,NA,NA,NA,LC
48342177,Entomacrodus marmoratus,NA,NA,NA,LC
46104049,Entomacrodus nigricans,NA,NA,NA,LC
48342144,Entomacrodus strasburgi,NA,NA,NA,LC
202629,Entosphenus lethophagus,NA,NA,NA,LC
11209,Entosphenus minimus,NA,NA,NA,VU
202631,Entosphenus similis,NA,NA,NA,NT
62225,Entosphenus tridentatus,NA,NA,NA,LC
163162,Eogonatus tinro,NA,NA,NA,DD
154977,Eopsetta jordani,NA,NA,NA,LC
201712,Ephedra antisyphilitica,NA,NA,NA,LC
201685,Ephedra aspera,NA,NA,NA,LC
